,RGIId,lat,lon,area_2020,n,slope,intercept,r_value,p_value,mad_err,wgms_AAR_mean,wgms_SMB_mean
3067,RGI60-06.00377,64.66999816894531,-16.17000007629395,,16.0,0.02499365790626044,0.6261428797401845,0.9607699604513337,3.456119879898304e-09,0.001928275498108109,0.511875,-457.1875
3068,RGI60-06.00477,64.66999816894531,-17.0,,10.0,0.021511111217155085,0.6404216893297137,0.9431699757666366,4.2595121830096414e-05,0.002679613772436203,0.551,-415.7
3069,RGI60-06.00472,64.6500015258789,-15.57999992370605,,16.0,0.01603564498369592,0.5603486467496763,0.9046920713405434,1.4840711371665111e-06,0.0020183595469010413,0.4125,-922.0
3088,RGI60-06.00234,64.80000305175781,-18.57999992370605,,20.0,0.016072905889365333,0.5330940149471826,0.9292876311064006,3.2417854668062756e-09,0.0015057545211103697,0.3845,-924.5
3089,RGI60-06.00238,64.91999816894531,-18.82999992370605,,17.0,0.0171134907221051,0.5133711576017821,0.9234972061744623,1.2450261811088225e-07,0.0018354468629371685,0.39176470588235296,-710.5882352941177
3090,RGI60-06.00236,64.72000122070312,-19.04999923706055,,17.0,0.02520211212996726,0.6213330188354536,0.9238138580357287,1.2080240583441267e-07,0.0026966609885520037,0.38176470588235295,-950.5882352941177
3096,RGI60-06.00424,64.58000183105469,-17.82999992370605,,16.0,0.017591622437846503,0.5940566707231318,0.904935064905618,1.4587537775703313e-06,0.0022109286464597902,0.456875,-779.8125
3101,,,,,,,,,,,,
3112,,,,,,,,,,,,
3125,RGI60-06.00513,64.69992065429688,-14.91098976135254,,,,,,,,,
3126,RGI60-06.00443,64.31999969482422,-18.06999969482422,,13.0,0.015788597296492818,0.5856847684072424,0.4648210457068995,0.10951135060672307,0.00906782689087669,0.3769230769230769,-1322.2307692307693
3295,RGI60-02.18774,48.81389999389648,-121.7701034545898,,20.0,0.018855513628039198,0.6286110473860753,0.9808001888088836,3.1410756796024846e-14,0.0008836705614459983,0.525,-549.5
3332,RGI60-11.02679,46.05899810791016,7.917799949645996,,20.0,0.023390945647049022,0.5802112871655896,0.8808116969379515,2.968377994279031e-07,0.002963588703760265,0.44299999999999995,-586.6
3334,RGI60-01.01104,58.364,-134.3458404541016,,19.0,0.026988339763638375,0.7747114931461442,0.7089005932977216,0.0006788077963405789,0.006512465398881295,0.5089473684210526,-984.7368421052631
3337,RGI60-07.00513,78.63999938964844,12.25,,,,,,,,,
3339,RGI60-08.02969,59.94900131225586,6.331999778747559,,7.0,0.02576902457514782,0.49741287371550713,0.9175140038374178,0.003588709969867898,0.00499527796710284,0.6642857142857143,647.5714285714286
3343,RGI60-08.02918,59.94499969482422,6.282999992370605,,7.0,0.02470474360935962,0.49653652304127793,0.983665883014502,6.49205373268829e-05,0.0020217610848726744,0.5414285714285715,181.71428571428572
3345,,46.45000076293945,10.69999980926514,,,,,,,,,
3346,,46.45000076293945,10.6899995803833,,,,,,,,,
3350,RGI60-05.20030,74.37999725341797,-20.81999969482422,,6.0,0.06786774252033548,0.6308663358111546,0.9679983223203079,0.0015197744844212425,0.00879746481410821,0.3433333333333334,-423.6666666666667
3366,RGI60-19.02059,-62.66899871826172,-60.35390090942383,,12.0,0.06773758369141601,0.5763755371240132,0.9672045098381192,2.8277021433482987e-07,0.005625267851476575,0.6475,105.0
3367,RGI60-19.02056,-62.68780136108398,-60.4015007019043,,11.0,0.06027738612092193,0.5574285594628174,0.9200162175322603,6.0315586354049e-05,0.008558370650857506,0.4445454545454545,-187.27272727272728
3454,RGI60-15.07605,30.85499954223633,78.81800079345703,,,,,,,,,
3479,RGI60-07.00570,78.69999694824219,17.1830005645752,,9.0,0.044529080043767356,0.5018008585135931,0.9543978343344189,6.376356153058212e-05,0.005264589072624323,0.4766666666666666,-56.44444444444444
3504,RGI60-07.01464,78.89874414,13.18050017,,,,,,,,,
3656,RGI60-14.18948,33.744223,76.288431,,,,,,,,,
3659,,46.45000076293945,10.6899995803833,,,,,,,,,
3660,,64.66999816894531,-20.10000038146973,,14.0,0.021747702662144635,0.5731771437230141,0.8966892580638726,1.4003064657424232e-05,0.0030992144552322723,0.31285714285714283,-1197.0
3661,RGI60-08.00868,61.67699813842773,8.35099983215332,,,,,,,,,
3690,RGI60-03.04552,75.4000015258789,-115.0,,,,,,,,,
3801,RGI60-11.02764,46.0099983215332,7.869999885559082,,9.0,0.0345196810474998,0.5672375732863078,0.9859145265525294,1.0771463983308604e-06,0.002213321433213957,0.4633333333333334,-301.0
3812,RGI60-07.00496,78.87120056152344,12.15419960021973,,5.0,0.11182830968920962,0.6329294893572156,0.7034958222680715,0.18494939179579448,0.06522522040232902,0.488,-129.6
3889,RGI60-13.07064,41.79899978637695,78.15059661865234,6.3828001,,,,,,,,
3902,RGI60-17.14682,-29.97599983215332,-69.6449966430664,,,,,,,,,
3903,RGI60-17.14681,-29.98299980163574,-69.64199829101562,,,,,,,,,
3904,RGI60-17.14889,-29.29630088806152,-69.99539947509766,,,,,,,,,
3905,RGI60-17.14887,-29.30299949645996,-70.0009994506836,,,,,,,,,
3965,RGI60-05.10726,82.81999969482422,-36.43000030517578,,,,,,,,,
3972,RGI60-17.12440,-39.945,-72.015,,5.0,0.016144913097285895,0.6249813196136274,0.9450020951235367,0.015354564034409861,0.003226082151974732,0.48,-898.0
3973,NaN,-77.76000213623047,163.5099945068359,,19.0,0.5307122019109815,0.5687158418756524,0.7446543342701432,0.00025504541528038335,0.11537157795940949,0.4863157894736842,-15.526315789473685
3983,RGI60-17.14868,-29.34804344177246,-70.01573181152344,,,,,,,,,
3987,RGI60-15.11693,29.38610076904297,96.97560119628906,,7.0,0.03985855994665569,0.5718113130147076,0.9581382765783207,0.0006732663966625699,0.005326459658824815,0.3052714285714286,-668.7142857142857
3996,RGI60-15.03586,27.7130051136026,86.8809176797496,,7.0,0.041215804097860714,0.5277412067680214,0.9534513972569214,0.0008755958071895101,0.005829547497401215,0.5171428571428571,-25.714285714285715
3997,RGI60-15.03416,27.925708,86.831669,,,,,,,,,
4244,,,,,,,,,,,,
4339,RGI60-11.02024,46.40790176391602,9.824049949645996,,,,,,,,,
4340,,46.59690093994141,8.6118803024292,,,,,,,,,
4532,RGI60-17.14642,-30.1648998260498,-69.80940246582031,,,,,,,,,
4533,,,,,,,,,,,,
4535,RGI60-11.01962,46.41535186767578,9.821599960327148,,,,,,,,,
4566,RGI60-05.07217,64.162,-51.3598,,,,,,,,,
4570,RGI60-01.00806,59.33629989624023,-134.1029968261719,,,,,,,,,
4630,RGI60-11.02072,46.37979888916016,7.51662015914917,,,,,,,,,
7217,RGI60-14.14311,32.7567138671875,77.32882690429688,,,,,,,,,
10401,RGI60-15.03734,27.98200035095215,86.7770004272461,,,,,,,,,
10402,RGI60-13.10093,42.79251098632812,76.86676025390625,1.4299999,,,,,,,,
10403,,-63.93333053588867,-57.95000076293945,,,,,,,,,
10404,,-63.88333129882812,-58.04999923706055,,5.0,0.1540445999125492,0.41330126803672934,0.986459452383028,0.0018875746856358668,0.014786472479034954,0.478,42.0
10406,RGI60-09.00138,76.0,62.08000183105469,,,,,,,,,
10422,RGI60-08.02643,60.06695556640625,6.426510810852051,,,,,,,,,
10423,RGI60-08.02966,60.08570098876953,6.437987804412842,,,,,,,,,
10459,RGI60-11.00593,46.97700119018555,10.8149995803833,0.942351,,,,,,,,
10460,RGI60-11.00116,47.125,12.34000015258789,,,,,,,,,
10472,NaN,46.40000152587891,9.960000038146973,,,,,,,,,
10473,,,,,,,,,,,,
10476,RGI60-14.16041,32.34999847412109,77.5199966430664,,,,,,,,,
10496,RGI60-02.07780,52.65999984741211,-119.5699996948242,,,,,,,,,
10497,RGI60-02.04264,51.4292,-117.71,,,,,,,,,
10498,RGI60-02.02171,50.81000137329102,-116.9400024414062,,,,,,,,,
10499,RGI60-14.14383,33.97850036621094,77.45210266113281,,,,,,,,,
13057,RGI60-13.06653,42.31,78.85,5.17,,,,,,,,
13493,RGI60-13.14451,38.862824,73.003255,3.66,,,,,,,,
17687,RGI60-14.19607,34.1769,75.3338,,,,,,,,,
18251,RGI60-15.02578,28.02099990844727,90.60700225830078,3.72,,,,,,,,
21063,RGI60-13.15903,37.39710998535156,72.82736206054688,,,,,,,,,
24784,RGI60-07.01416,77.90380096435547,14.3528995513916,,,,,,,,,
26304,RGI60-08.02017,61.41609573364258,6.54207181930542,,,,,,,,,
26308,RGI60-08.01217,61.68141174316406,7.668273448944092,,,,,,,,,
26615,RGI60-16.00543,-16.27400016784668,-68.1438980102539,1.80419169958,20.0,0.01867059280757126,0.6736988333688337,0.8860226583335209,2.0246269056294177e-07,0.0023028186673748736,0.6095,-343.85
35232,RGI60-16.02485,-8.94729995727539,-77.61219787597656,,5.0,-0.010968988323453683,0.49799584329386026,-0.3876719506604721,0.5190594229762066,0.015058338280922895,0.58,-747.6
93528,RGI60-02.12468,62.111673,-127.999099,,,,,,,,,
121010,RGI60-14.19608,34.1791,75.3008,,,,,,,,,
165854,RGI60-13.22154,42.12450195,71.00659651,0.549,,,,,,,,
166938,,,,,,,,,,,,
167234,,,,,,,,,,,,
